skill,num_postings,pct_postings,num_occurence,pct_occurence,is_skill
expertise performing detailed,1,0.0024,3,9.00E-04,
expertise performing detailed statistical,1,0.0024,2,6.00E-04,
expertise performing detailed statistical analysis,1,0.0024,1,3.00E-04,
expertise using,1,0.0024,2,6.00E-04,
expertise using sql,1,0.0024,1,3.00E-04,
explain,1,0.0024,3,9.00E-04,
explain present,1,0.0024,2,6.00E-04,
explain present complicated,1,0.0024,1,3.00E-04,
exploratory,1,0.0024,6,0.0017,
exploratory data,1,0.0024,4,0.0012,
exploratory data analysis,1,0.0024,2,6.00E-04,y
express,2,0.0048,5,0.0014,
express functional,1,0.0024,2,6.00E-04,
express functional dependencies,1,0.0024,1,3.00E-04,
expressions,1,0.0024,2,6.00E-04,
extensive,5,0.012,9,0.0026,
extensive background,1,0.0024,2,6.00E-04,
extensive experience,3,0.0072,3,9.00E-04,
extensive experience using,1,0.0024,2,6.00E-04,
extensive experience using statistics,1,0.0024,1,3.00E-04,
extensive research,1,0.0024,2,6.00E-04,
extensive research papers,1,0.0024,1,3.00E-04,
external,1,0.0024,2,6.00E-04,
external stakeholders,1,0.0024,1,3.00E-04,
extract,8,0.0191,9,0.0026,
extract actionable,1,0.0024,2,6.00E-04,
extract actionable insights,1,0.0024,1,3.00E-04,
extracting,2,0.0048,2,6.00E-04,
extracting value,1,0.0024,1,3.00E-04,
extraction,2,0.0048,4,0.0012,
extrapolate,1,0.0024,2,6.00E-04,
extrapolate knowledge,1,0.0024,1,3.00E-04,
faced,1,0.0024,1,3.00E-04,
facilitate,1,0.0024,4,0.0012,
facilitate cross,1,0.0024,3,9.00E-04,
facilitate cross functional,1,0.0024,2,6.00E-04,
facilitate cross functional projects,1,0.0024,1,3.00E-04,
facilities,1,0.0024,2,6.00E-04,
factorization,1,0.0024,3,9.00E-04,
factorization machines,1,0.0024,1,3.00E-04,
factory,1,0.0024,3,9.00E-04,
faculty,3,0.0072,1,3.00E-04,
familiar,11,0.0263,6,0.0017,
familiarity,8,0.0191,3,9.00E-04,
fast,3,0.0072,3,9.00E-04,
fast paced,3,0.0072,2,6.00E-04,
fast paced environment,3,0.0072,1,3.00E-04,
feature,1,0.0024,4,0.0012,
feature engineering,1,0.0024,2,6.00E-04,y
federal,2,0.0048,6,0.0017,
federal account,1,0.0024,2,6.00E-04,
federal account manager,1,0.0024,1,3.00E-04,
federal clients,1,0.0024,2,6.00E-04,
fhlbank,1,0.0024,1,3.00E-04,
field,19,0.0455,16,0.0046,
field required,1,0.0024,1,3.00E-04,
fields,7,0.0167,5,0.0014,
fields listed,1,0.0024,1,3.00E-04,
filtering,1,0.0024,2,6.00E-04,
finance,3,0.0072,3,9.00E-04,
finance management,1,0.0024,2,6.00E-04,
finance management personnel,1,0.0024,1,3.00E-04,
financial,3,0.0072,5,0.0014,
financial analytics,1,0.0024,1,3.00E-04,
financial performance,1,0.0024,1,3.00E-04,
financial services,1,0.0024,2,6.00E-04,
financial services experience,1,0.0024,1,3.00E-04,
findings,1,0.0024,4,0.0012,
findings using,1,0.0024,2,6.00E-04,
first,1,0.0024,4,0.0012,
first mentality,1,0.0024,2,6.00E-04,
fix,1,0.0024,1,3.00E-04,
flexible,1,0.0024,1,3.00E-04,
flows,1,0.0024,3,9.00E-04,
fluency,2,0.0048,1,3.00E-04,
fluent,1,0.0024,1,3.00E-04,
focus,5,0.012,14,0.004,
focus areas,1,0.0024,6,0.0017,
focus areas include,1,0.0024,4,0.0012,
focus areas include geospatial,1,0.0024,2,6.00E-04,
focused,2,0.0048,4,0.0012,
focuses,1,0.0024,2,6.00E-04,
focuses primarily,1,0.0024,1,3.00E-04,
following,4,0.0096,6,0.0017,
following quantitative,1,0.0024,2,6.00E-04,
following quantitative fields,1,0.0024,1,3.00E-04,
following subject,1,0.0024,2,6.00E-04,
following subject areas,1,0.0024,1,3.00E-04,
following technologies,1,0.0024,1,3.00E-04,
forecast,3,0.0072,5,0.0014,
forecasting,3,0.0072,4,0.0012,y
foreign,1,0.0024,2,6.00E-04,
foreign equivalent,1,0.0024,1,3.00E-04,
forest,4,0.0096,6,0.0017,
forest algorithm,1,0.0024,2,6.00E-04,
forests,1,0.0024,2,6.00E-04,
formatting,1,0.0024,1,3.00E-04,
formulating,1,0.0024,6,0.0017,
formulating testable,1,0.0024,4,0.0012,
formulating testable questions,1,0.0024,2,6.00E-04,
formulations,1,0.0024,1,3.00E-04,
forth,1,0.0024,1,3.00E-04,
fortune,1,0.0024,3,9.00E-04,
foster,1,0.0024,1,3.00E-04,
frameworks,5,0.012,11,0.0032,
free,1,0.0024,4,0.0012,
free open,1,0.0024,3,9.00E-04,
free open source,1,0.0024,2,6.00E-04,
free open source software,1,0.0024,1,3.00E-04,
full,2,0.0048,6,0.0017,
full time,1,0.0024,1,3.00E-04,
function,11,0.0263,31,0.0089,
functional,9,0.0215,29,0.0083,
functional areas,1,0.0024,2,6.00E-04,
functional areas across,1,0.0024,1,3.00E-04,
functional dependencies,1,0.0024,2,6.00E-04,
functional partners,1,0.0024,2,6.00E-04,
functional projects,1,0.0024,3,9.00E-04,
functional strategies,1,0.0024,3,9.00E-04,
functional team,2,0.0048,5,0.0014,
functional team collaboration,1,0.0024,2,6.00E-04,
functional teams,1,0.0024,1,3.00E-04,
functionality,1,0.0024,3,9.00E-04,
functionally,1,0.0024,3,9.00E-04,
functions,1,0.0024,1,3.00E-04,
gain,1,0.0024,1,3.00E-04,
gans,1,0.0024,1,3.00E-04,
gbm,3,0.0072,2,6.00E-04,
gcp,2,0.0048,2,6.00E-04,
gcp vertex,1,0.0024,1,3.00E-04,
general,3,0.0072,7,0.002,
general office,1,0.0024,2,6.00E-04,
general office equipment,1,0.0024,1,3.00E-04,
generalize,2,0.0048,4,0.0012,
generalized,1,0.0024,3,9.00E-04,
generalized additive,1,0.0024,2,6.00E-04,
generalized additive models,1,0.0024,1,3.00E-04,
generate,1,0.0024,1,3.00E-04,
geospatial,2,0.0048,5,0.0014,
ggplot,2,0.0048,2,6.00E-04,y
ggplot matplotlib,1,0.0024,1,3.00E-04,y
git,5,0.012,5,0.0014,y
github,2,0.0048,1,3.00E-04,
global,2,0.0048,5,0.0014,
global ai,1,0.0024,3,9.00E-04,
global ai partner,1,0.0024,2,6.00E-04,
global ai partner ecosystem,1,0.0024,1,3.00E-04,
global company,1,0.0024,1,3.00E-04,
google,3,0.0072,3,9.00E-04,
google analytics,1,0.0024,1,3.00E-04,y
google cloud,2,0.0048,1,3.00E-04,
govern,2,0.0048,3,9.00E-04,
governance,1,0.0024,2,6.00E-04,
gps,1,0.0024,2,6.00E-04,
gps clients,1,0.0024,1,3.00E-04,
gpu,1,0.0024,2,6.00E-04,
gpu acceleration,1,0.0024,1,3.00E-04,
gradient,1,0.0024,3,9.00E-04,
gradient boosted,1,0.0024,2,6.00E-04,
gradient boosted trees,1,0.0024,1,3.00E-04,
graph,3,0.0072,7,0.002,
graphical,1,0.0024,4,0.0012,
graphical models,1,0.0024,2,6.00E-04,
grasps,1,0.0024,6,0.0017,
grasps new,1,0.0024,4,0.0012,
grasps new concepts,1,0.0024,2,6.00E-04,
grey,1,0.0024,2,6.00E-04,
grey areas,1,0.0024,1,3.00E-04,
group,3,0.0072,8,0.0023,
group settings,1,0.0024,2,6.00E-04,
groups,1,0.0024,2,6.00E-04,
growth,1,0.0024,1,3.00E-04,
guest,1,0.0024,3,9.00E-04,
guest first,1,0.0024,2,6.00E-04,
guest first mentality,1,0.0024,1,3.00E-04,
guidance,1,0.0024,1,3.00E-04,
guide,2,0.0048,5,0.0014,
guide federal,1,0.0024,2,6.00E-04,
guide federal clients,1,0.0024,1,3.00E-04,
guide working,1,0.0024,2,6.00E-04,
guide working teams,1,0.0024,1,3.00E-04,
hadoop,2,0.0048,2,6.00E-04,y
hamilton,1,0.0024,4,0.0012,
hamilton populations,1,0.0024,2,6.00E-04,
handling,1,0.0024,2,6.00E-04,
handling analysis,1,0.0024,1,3.00E-04,
hands,3,0.0072,2,6.00E-04,
hard,1,0.0024,2,6.00E-04,
hard requirement,1,0.0024,1,3.00E-04,
health,2,0.0048,5,0.0014,
health sensing,1,0.0024,1,3.00E-04,
health technologies,1,0.0024,1,3.00E-04,
healthcare,1,0.0024,2,6.00E-04,
healthcare datasets,1,0.0024,1,3.00E-04,
help,2,0.0048,5,0.0014,
help ensure,1,0.0024,3,9.00E-04,
help ensure project,1,0.0024,2,6.00E-04,
help ensure project delivery,1,0.0024,1,3.00E-04,
help influence,1,0.0024,1,3.00E-04,
high,14,0.0335,30,0.0086,
high attention,1,0.0024,1,3.00E-04,
high autonomy,1,0.0024,1,3.00E-04,
high degree,1,0.0024,1,3.00E-04,
high levels,1,0.0024,1,3.00E-04,
high performance,1,0.0024,2,6.00E-04,
high performance algorithms,1,0.0024,1,3.00E-04,
high quality,1,0.0024,2,6.00E-04,
high quality ideas,1,0.0024,1,3.00E-04,
high standards,1,0.0024,2,6.00E-04,
high volumes,1,0.0024,2,6.00E-04,
higher,1,0.0024,3,9.00E-04,
higher degree,1,0.0024,2,6.00E-04,
higher degree preferred,1,0.0024,1,3.00E-04,
highly,5,0.012,12,0.0035,
highly collaborative,1,0.0024,1,3.00E-04,
highly desirable,1,0.0024,1,3.00E-04,
highly preferred,1,0.0024,1,3.00E-04,
highly scalable,1,0.0024,6,0.0017,
highly scalable distributed,1,0.0024,4,0.0012,
highly scalable distributed systems,1,0.0024,2,6.00E-04,
highly skilled,1,0.0024,1,3.00E-04,
historical,1,0.0024,3,9.00E-04,
historical data,1,0.0024,2,6.00E-04,
historical data patterns,1,0.0024,1,3.00E-04,
holders,8,0.0191,8,0.0023,
horizon,1,0.0024,4,0.0012,
horizon scans,1,0.0024,2,6.00E-04,
hpc,1,0.0024,1,3.00E-04,
human,2,0.0048,2,6.00E-04,
human resources,2,0.0048,1,3.00E-04,
hyperparameter,1,0.0024,2,6.00E-04,
hyperparameter tuning,1,0.0024,1,3.00E-04,y
hypothesis,2,0.0048,2,6.00E-04,
hypothesis testing,2,0.0048,1,3.00E-04,y
iam,1,0.0024,1,3.00E-04,
ideally,1,0.0024,1,3.00E-04,
ideas,3,0.0072,7,0.002,
identification,1,0.0024,2,6.00E-04,
identified,1,0.0024,1,3.00E-04,
identifies,1,0.0024,1,3.00E-04,
identify,6,0.0144,7,0.002,
identify analyze,1,0.0024,3,9.00E-04,
identify analyze synthesize,1,0.0024,2,6.00E-04,
identify analyze synthesize data,1,0.0024,1,3.00E-04,
identify drop,1,0.0024,1,3.00E-04,
identifying,1,0.0024,1,3.00E-04,
image,1,0.0024,4,0.0012,
image analysis,1,0.0024,2,6.00E-04,y
impact,3,0.0072,5,0.0014,
implement,9,0.0215,11,0.0032,
implement innovative,1,0.0024,2,6.00E-04,
implement innovative methodologies,1,0.0024,1,3.00E-04,
implement prototyping,1,0.0024,2,6.00E-04,
implement prototyping disciplines,1,0.0024,1,3.00E-04,
implementation,4,0.0096,3,9.00E-04,
implementations,2,0.0048,2,6.00E-04,
implementing,1,0.0024,3,9.00E-04,
implementing technical,1,0.0024,2,6.00E-04,
implementing technical solutions,1,0.0024,1,3.00E-04,
implications,1,0.0024,1,3.00E-04,
improve,5,0.012,10,0.0029,
improve decisions,1,0.0024,1,3.00E-04,
improved,1,0.0024,4,0.0012,
improved outcomes,1,0.0024,2,6.00E-04,
improvement,2,0.0048,4,0.0012,
improvement mindset,1,0.0024,2,6.00E-04,
include,3,0.0072,12,0.0035,
include credit,1,0.0024,3,9.00E-04,
include credit scoring,1,0.0024,2,6.00E-04,
include credit scoring models,1,0.0024,1,3.00E-04,
include geospatial,1,0.0024,4,0.0012,
included,1,0.0024,1,3.00E-04,
including,21,0.0502,85,0.0244,
including alteryx,1,0.0024,4,0.0012,
including azure,1,0.0024,3,9.00E-04,
including cognos,1,0.0024,1,3.00E-04,
including commonly,1,0.0024,4,0.0012,
including excel,1,0.0024,3,9.00E-04,
including formulating,1,0.0024,3,9.00E-04,
including formulating testable,1,0.0024,2,6.00E-04,
including formulating testable questions,1,0.0024,1,3.00E-04,
including logistic,1,0.0024,7,0.002,
including logistic regression,1,0.0024,3,9.00E-04,
including manipulating,1,0.0024,2,6.00E-04,
including manipulating datasets,1,0.0024,1,3.00E-04,
including model,1,0.0024,2,6.00E-04,
including model development,1,0.0024,1,3.00E-04,
including mssql,1,0.0024,4,0.0012,
including new,1,0.0024,7,0.002,
including new markets,1,0.0024,3,9.00E-04,
including python,1,0.0024,1,3.00E-04,
including theory,1,0.0024,3,9.00E-04,
including understanding,1,0.0024,3,9.00E-04,
including understanding agency,1,0.0024,2,6.00E-04,
including understanding agency needs,1,0.0024,1,3.00E-04,
including waterfall,1,0.0024,1,3.00E-04,
including workshops,1,0.0024,4,0.0012,
independently,3,0.0072,2,6.00E-04,
indexing,1,0.0024,8,0.0023,
indexing unstructured,1,0.0024,4,0.0012,
individual,2,0.0048,3,9.00E-04,
industrial,2,0.0048,4,0.0012,
industrial engineering,1,0.0024,1,3.00E-04,
industrial organizational,1,0.0024,2,6.00E-04,
industrial organizational psychology,1,0.0024,1,3.00E-04,
industry,5,0.012,7,0.002,
industry data,1,0.0024,2,6.00E-04,
industry data science,1,0.0024,1,3.00E-04,
industry experience,1,0.0024,1,3.00E-04,
industry trends,1,0.0024,1,3.00E-04,
inference,2,0.0048,4,0.0012,
inference models,1,0.0024,2,6.00E-04,
influence,1,0.0024,2,6.00E-04,
infrastructure,1,0.0024,2,6.00E-04,
initiative,3,0.0072,16,0.0046,
initiatives,2,0.0048,14,0.004,
initiatives including,1,0.0024,9,0.0026,
initiatives including new,1,0.0024,5,0.0014,
initiatives including new markets,1,0.0024,2,6.00E-04,
innovate,2,0.0048,4,0.0012,
innovate data,1,0.0024,3,9.00E-04,
innovate data science,1,0.0024,2,6.00E-04,
innovate data science solutions,1,0.0024,1,3.00E-04,
innovation,5,0.012,4,0.0012,y
innovation opportunities,1,0.0024,1,3.00E-04,
innovative,2,0.0048,5,0.0014,y
innovative methodologies,1,0.0024,2,6.00E-04,
innovative researcher,1,0.0024,1,3.00E-04,
inquisitive,1,0.0024,1,3.00E-04,
insights,9,0.0215,13,0.0037,
instruction,2,0.0048,2,6.00E-04,
integrated,2,0.0048,6,0.0017,
integrated media,1,0.0024,4,0.0012,
integrated media strategies,1,0.0024,2,6.00E-04,
integration,1,0.0024,2,6.00E-04,
integration testing,1,0.0024,1,3.00E-04,
intellectual,2,0.0048,4,0.0012,
intellectual curiosity,2,0.0048,2,6.00E-04,
intelligence,4,0.0096,7,0.002,
intelligence community,1,0.0024,1,3.00E-04,
intelligence unit,1,0.0024,2,6.00E-04,
inter,15,0.0359,24,0.0069,
inter personal,1,0.0024,4,0.0012,
inter personal skills,1,0.0024,2,6.00E-04,
interact,1,0.0024,1,3.00E-04,
interdisciplinary,1,0.0024,2,6.00E-04,
interdisciplinary field,1,0.0024,1,3.00E-04,
interest,1,0.0024,2,6.00E-04,
interface,1,0.0024,1,3.00E-04,
internal,1,0.0024,1,3.00E-04,
internationally,1,0.0024,1,3.00E-04,
internship,1,0.0024,2,6.00E-04,
interpersonal,5,0.012,4,0.0012,
interpersonal skills,4,0.0096,2,6.00E-04,y
interpretation,1,0.0024,1,3.00E-04,
interpreting,1,0.0024,3,9.00E-04,
interpreting findings,1,0.0024,2,6.00E-04,
interpreting findings using,1,0.0024,1,3.00E-04,
ip mip,1,0.0024,3,9.00E-04,
ip mip qp,1,0.0024,2,6.00E-04,
ip mip qp optimization,1,0.0024,1,3.00E-04,
iqms,1,0.0024,1,3.00E-04,
isolated,1,0.0024,1,3.00E-04,
issues,4,0.0096,10,0.0029,
issues ideas,1,0.0024,3,9.00E-04,
iterate,1,0.0024,1,3.00E-04,
java,2,0.0048,1,3.00E-04,y
jira,1,0.0024,1,3.00E-04,y
job,3,0.0072,5,0.0014,
job requirements,1,0.0024,1,3.00E-04,
job type,1,0.0024,1,3.00E-04,
jobs,1,0.0024,2,6.00E-04,
journal,1,0.0024,2,6.00E-04,
journal publication,1,0.0024,1,3.00E-04,
judgement,1,0.0024,1,3.00E-04,
judgment,1,0.0024,2,6.00E-04,
julia,1,0.0024,1,3.00E-04,y
junior,1,0.0024,2,6.00E-04,
junior resources,1,0.0024,1,3.00E-04,
kafka,1,0.0024,1,3.00E-04,y
keras,2,0.0048,2,6.00E-04,y
keras tensorflow,1,0.0024,1,3.00E-04,y
key,4,0.0096,11,0.0032,
key concept,1,0.0024,2,6.00E-04,
key partners,1,0.0024,1,3.00E-04,
keyword,1,0.0024,4,0.0012,
keyword searches,1,0.0024,2,6.00E-04,
knowledge,37,0.0885,19,0.0055,
knowledge based,1,0.0024,2,6.00E-04,
knowledge based reasoning,1,0.0024,1,3.00E-04,
knowledge familiarity,1,0.0024,1,3.00E-04,
knowledge graph,1,0.0024,1,3.00E-04,
kubernetes,1,0.0024,1,3.00E-04,
labeling,1,0.0024,8,0.0023,
labeling parsing,1,0.0024,6,0.0017,
labeling parsing indexing,1,0.0024,4,0.0012,
labeling parsing indexing unstructured,1,0.0024,2,6.00E-04,
labs,1,0.0024,3,9.00E-04,
lake,4,0.0096,14,0.004,
lake warehouse,1,0.0024,6,0.0017,
lake warehouse tech,1,0.0024,3,9.00E-04,
language,21,0.0502,21,0.006,
language models,1,0.0024,1,3.00E-04,
language processing,5,0.012,2,6.00E-04,y
languages,11,0.0263,11,0.0032,
large,14,0.0335,20,0.0058,
large data,6,0.0144,5,0.0014,
large data sets,2,0.0048,2,6.00E-04,
large datasets,4,0.0096,1,3.00E-04,
large quantities,1,0.0024,1,3.00E-04,
large scale,2,0.0048,6,0.0017,
large scale production,1,0.0024,2,6.00E-04,
large scale production systems,1,0.0024,1,3.00E-04,
large scale training,1,0.0024,3,9.00E-04,
large scale training using,1,0.0024,2,6.00E-04,
large scale training using data,1,0.0024,1,3.00E-04,
large volume,1,0.0024,2,6.00E-04,
largescale,2,0.0048,3,9.00E-04,
largescale data,1,0.0024,1,3.00E-04,
largescale microsimulation,1,0.0024,1,3.00E-04,
lead,15,0.0359,21,0.006,
lead planning,1,0.0024,1,3.00E-04,
leader,9,0.0215,11,0.0032,
leaders,8,0.0191,8,0.0023,
leadership,7,0.0167,7,0.002,y
leadership experience,2,0.0048,2,6.00E-04,y
leadership skills,1,0.0024,2,6.00E-04,y
leadership skills managing,1,0.0024,1,3.00E-04,
leading,5,0.012,8,0.0023,
leading complex,1,0.0024,4,0.0012,
leading complex projects,1,0.0024,2,6.00E-04,y
leading team,1,0.0024,2,6.00E-04,
leading teams,1,0.0024,1,3.00E-04,y
leagues,1,0.0024,2,6.00E-04,
learn,33,0.0789,45,0.0129,
learn new,1,0.0024,2,6.00E-04,
learn new techniques,1,0.0024,1,3.00E-04,
learning,28,0.067,41,0.0118,
learning algorithm,2,0.0048,6,0.0017,
learning algorithm development,1,0.0024,2,6.00E-04,
learning algorithms,1,0.0024,2,6.00E-04,
learning concepts,2,0.0048,2,6.00E-04,
learning desired,1,0.0024,2,6.00E-04,
learning frameworks,1,0.0024,2,6.00E-04,
learning model,2,0.0048,6,0.0017,
learning model building,1,0.0024,2,6.00E-04,
learning modeling,1,0.0024,2,6.00E-04,
learning packages,1,0.0024,2,6.00E-04,
learning services,1,0.0024,6,0.0017,
learning services using,1,0.0024,4,0.0012,
learning services using azure,1,0.0024,2,6.00E-04,
learning techniques,4,0.0096,6,0.0017,
least,4,0.0096,8,0.0023,
lending,1,0.0024,3,9.00E-04,
level,6,0.0144,10,0.0029,
level executives,1,0.0024,1,3.00E-04,
level python,1,0.0024,2,6.00E-04,
levels,5,0.012,5,0.0014,
lgd,1,0.0024,1,3.00E-04,
libraries,2,0.0048,5,0.0014,
lieu,1,0.0024,1,3.00E-04,
lifecycle,1,0.0024,3,9.00E-04,
lifeline,1,0.0024,1,3.00E-04,
lightgbm,1,0.0024,1,3.00E-04,
like,2,0.0048,18,0.0052,
like multiple,1,0.0024,6,0.0017,
like multiple linear,1,0.0024,4,0.0012,
like multiple linear regression,1,0.0024,2,6.00E-04,
like power,1,0.0024,6,0.0017,
like power bi,1,0.0024,3,9.00E-04,
like sql,1,0.0024,2,6.00E-04,
like sql programming,1,0.0024,1,3.00E-04,
limited,1,0.0024,1,3.00E-04,
line,25,0.0598,48,0.0138,
linear,6,0.0144,11,0.0032,
linear algebra,1,0.0024,1,3.00E-04,y
linear models,1,0.0024,1,3.00E-04,y
linear regression,3,0.0072,5,0.0014,y
linear regression models,1,0.0024,1,3.00E-04,y
linux,3,0.0072,4,0.0012,y
linux environment,1,0.0024,1,3.00E-04,
linux os,1,0.0024,2,6.00E-04,y
linux os environments,1,0.0024,1,3.00E-04,
listed,1,0.0024,2,6.00E-04,
lits,3,0.0072,3,9.00E-04,
lits partners,1,0.0024,1,3.00E-04,
lits priorities,1,0.0024,1,3.00E-04,
load,2,0.0048,4,0.0012,
load processes,1,0.0024,1,3.00E-04,
local,1,0.0024,2,6.00E-04,
local language,1,0.0024,1,3.00E-04,
logical,3,0.0072,6,0.0017,
logical relationships,1,0.0024,2,6.00E-04,
logical thinking,1,0.0024,1,3.00E-04,
logically,1,0.0024,1,3.00E-04,
logistic,3,0.0072,9,0.0026,
logistic regression,3,0.0072,4,0.0012,y
long,3,0.0072,7,0.002,
long short,1,0.0024,3,9.00E-04,
long short term,1,0.0024,2,6.00E-04,
long short term memory,1,0.0024,1,3.00E-04,
long term,1,0.0024,2,6.00E-04,
long term projects,1,0.0024,1,3.00E-04,
look,3,0.0072,3,9.00E-04,
looker,1,0.0024,1,3.00E-04,
lookout,1,0.0024,1,3.00E-04,
loss,2,0.0048,4,0.0012,
loss forecasting,1,0.0024,1,3.00E-04,
loss severity,1,0.0024,2,6.00E-04,
loss severity modelling,1,0.0024,1,3.00E-04,
lstm,2,0.0048,2,6.00E-04,
lstms,1,0.0024,1,3.00E-04,
machine,23,0.055,19,0.0055,
machine comprehension,1,0.0024,1,3.00E-04,
machine learning,21,0.0502,12,0.0035,y
machine learning algorithm,1,0.0024,2,6.00E-04,y
machine learning algorithm development,1,0.0024,1,3.00E-04,y
machine learning desired,1,0.0024,1,3.00E-04,
machine learning model,2,0.0048,3,9.00E-04,
machine learning model building,1,0.0024,1,3.00E-04,y
machine learning modeling,1,0.0024,1,3.00E-04,y
machine learning services,1,0.0024,3,9.00E-04,
machine learning services using,1,0.0024,2,6.00E-04,
machine learning services using azure,1,0.0024,1,3.00E-04,
machine learning techniques,2,0.0048,1,3.00E-04,
machines,2,0.0048,4,0.0012,
made,1,0.0024,3,9.00E-04,
maintain,5,0.012,9,0.0026,
maintain confidentiality,1,0.0024,1,3.00E-04,
maintain data,1,0.0024,3,9.00E-04,
maintain data driven,1,0.0024,2,6.00E-04,
maintain data driven solutions,1,0.0024,1,3.00E-04,
maintaining,2,0.0048,4,0.0012,
maintaining detailed,1,0.0024,3,9.00E-04,
maintaining detailed technical,1,0.0024,2,6.00E-04,
maintaining detailed technical documentation,1,0.0024,1,3.00E-04,
maintenance,2,0.0048,5,0.0014,
maintenance experience,1,0.0024,2,6.00E-04,
majors,1,0.0024,2,6.00E-04,
makes,1,0.0024,3,9.00E-04,
makes sound,1,0.0024,2,6.00E-04,
makes sound decisions,1,0.0024,1,3.00E-04,
making,2,0.0048,4,0.0012,
manage,29,0.0694,54,0.0155,
manage complex,1,0.0024,3,9.00E-04,
manage complex stakeholder,1,0.0024,2,6.00E-04,
manage complex stakeholder relationships,1,0.0024,1,3.00E-04,
manage multiple,3,0.0072,3,9.00E-04,
manage multiple priorities,1,0.0024,1,3.00E-04,y
manage multiple projects,2,0.0048,1,3.00E-04,y
manage relationship,1,0.0024,1,3.00E-04,
manage short,1,0.0024,3,9.00E-04,
manage short term,1,0.0024,2,6.00E-04,
manage short term deliverables,1,0.0024,1,3.00E-04,
management,20,0.0478,36,0.0104,
management decisions,1,0.0024,1,3.00E-04,
management governance,1,0.0024,1,3.00E-04,
management levels,1,0.0024,2,6.00E-04,
management officials,1,0.0024,1,3.00E-04,
management personnel,1,0.0024,2,6.00E-04,
management skills,3,0.0072,6,0.0017,y
management system,1,0.0024,2,6.00E-04,
management tools,1,0.0024,2,6.00E-04,
manager,3,0.0072,7,0.002,
managerial,1,0.0024,2,6.00E-04,
managerial experience,1,0.0024,1,3.00E-04,y
managers,1,0.0024,2,6.00E-04,
managing,2,0.0048,6,0.0017,
managing table,1,0.0024,3,9.00E-04,
managing table security,1,0.0024,2,6.00E-04,
managing table security permissions,1,0.0024,1,3.00E-04,
manipulate,2,0.0048,7,0.002,
manipulate complex,1,0.0024,4,0.0012,
manipulate complex data,1,0.0024,2,6.00E-04,
manipulate data,1,0.0024,1,3.00E-04,
manipulating,1,0.0024,4,0.0012,
manipulating datasets,1,0.0024,2,6.00E-04,
manipulation,1,0.0024,2,6.00E-04,
manner,2,0.0048,4,0.0012,
manufacturing,1,0.0024,2,6.00E-04,
manufacturing environment,1,0.0024,1,3.00E-04,
mapping,1,0.0024,1,3.00E-04,
mapreduce,1,0.0024,1,3.00E-04,
market,1,0.0024,13,0.0037,
market research,1,0.0024,2,6.00E-04,y
market strategic,1,0.0024,4,0.0012,
market strategic roadmap,1,0.0024,3,9.00E-04,
market strategic roadmap initiatives,1,0.0024,2,6.00E-04,
market strategic roadmap initiatives including,1,0.0024,1,3.00E-04,
markets,1,0.0024,5,0.0014,
master,16,0.0383,9,0.0026,
master degree,1,0.0024,1,3.00E-04,
masters,3,0.0072,6,0.0017,
masters degree,1,0.0024,2,6.00E-04,
masters phd,1,0.0024,2,6.00E-04,
masters phd preferred,1,0.0024,1,3.00E-04,
mastery,1,0.0024,1,3.00E-04,
matching,1,0.0024,1,3.00E-04,
materials,1,0.0024,1,3.00E-04,
math,13,0.0311,15,0.0043,
mathematical,2,0.0048,10,0.0029,
mathematical constructs,1,0.0024,1,3.00E-04,
mathematical models,1,0.0024,3,9.00E-04,
mathematical skills,1,0.0024,2,6.00E-04,
mathematics,10,0.0239,4,0.0012,
mathematics statistics,1,0.0024,1,3.00E-04,
matlab,5,0.012,2,6.00E-04,y
matlab simulink,1,0.0024,1,3.00E-04,
matplotlib,2,0.0048,2,6.00E-04,y
matrix,2,0.0048,4,0.0012,
matrix factorization,1,0.0024,1,3.00E-04,y
matrixed,1,0.0024,2,6.00E-04,
matrixed environment,1,0.0024,1,3.00E-04,
matter,2,0.0048,5,0.0014,
matter expert,1,0.0024,2,6.00E-04,
matters,1,0.0024,1,3.00E-04,
may,1,0.0024,3,9.00E-04,
means,1,0.0024,2,6.00E-04,
means clustering,1,0.0024,1,3.00E-04,
measurable,3,0.0072,8,0.0023,
measurable business,1,0.0024,4,0.0012,
measurable business impact,1,0.0024,2,6.00E-04,
measurable impact,1,0.0024,1,3.00E-04,
measurable results,1,0.0024,1,3.00E-04,
measure,1,0.0024,2,6.00E-04,
measure effectiveness,1,0.0024,1,3.00E-04,
media,5,0.012,14,0.004,
media department,1,0.0024,1,3.00E-04,
media issues,1,0.0024,1,3.00E-04,
media planning,1,0.0024,1,3.00E-04,
media presentations,1,0.0024,3,9.00E-04,
media strategies,1,0.0024,3,9.00E-04,
medical,1,0.0024,3,9.00E-04,
medical image,1,0.0024,2,6.00E-04,
medical image analysis,1,0.0024,1,3.00E-04,
meet,5,0.012,8,0.0023,
meet deadlines,1,0.0024,1,3.00E-04,y
meet multiple,1,0.0024,2,6.00E-04,
meet multiple deadlines,1,0.0024,1,3.00E-04,y
meet technical,1,0.0024,1,3.00E-04,
meeting,1,0.0024,3,9.00E-04,
meeting critical,1,0.0024,2,6.00E-04,
meeting critical deadlines,1,0.0024,1,3.00E-04,
memory,1,0.0024,4,0.0012,
mentality,1,0.0024,3,9.00E-04,
mentoring,1,0.0024,1,3.00E-04,
